City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Kalmar,SE,56.6616,16.3616,39.96,75,75,8.05,broken clouds
347,Mayo,US,38.8876,-76.5119,56.55,48,100,10.36,overcast clouds
348,Bhawanipatna,IN,19.9,83.1667,80.78,61,94,6.78,overcast clouds
349,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.98,92,91,2.46,overcast clouds
350,Bubaque,GW,11.2833,-15.8333,76.6,75,28,17.83,scattered clouds
351,Carutapera,BR,-1.195,-46.02,75.2,94,100,6.02,overcast clouds
352,Fort Nelson,CA,58.8053,-122.7002,35.08,85,72,8.77,broken clouds
353,Tuy Hoa,VN,13.0833,109.3,67.95,88,66,5.12,broken clouds
354,Hobyo,SO,5.3505,48.5268,81.95,77,18,13.35,few clouds
355,Kuandian,CN,40.7286,124.7847,46.42,90,10,3.2,clear sky
356,College,US,64.8569,-147.8028,16.0,45,20,4.61,few clouds
357,Fairbanks,US,64.8378,-147.7164,16.02,44,41,1.99,scattered clouds
358,Garowe,SO,8.4054,48.4845,75.2,79,42,10.56,scattered clouds
359,Zaozerne,UA,45.1582,33.2787,52.36,73,34,15.57,scattered clouds
360,Keuruu,FI,62.2667,24.7,30.38,91,68,11.81,light snow
361,Yuanli,TW,24.4397,120.6535,72.86,88,75,0.0,broken clouds
362,Coracora,PE,-15.0333,-73.7833,55.85,70,100,7.31,heavy intensity rain
363,Portland,US,45.5234,-122.6762,55.99,59,75,13.8,broken clouds
364,Kaeo,NZ,-35.1,173.7833,63.32,93,93,7.63,overcast clouds
365,Port Hedland,AU,-20.3167,118.5667,75.25,88,5,5.75,clear sky
366,Tombouctou,ML,20.0,-3.0,84.16,6,4,9.86,clear sky
367,Maniitsoq,GL,65.4167,-52.9,20.1,81,53,4.29,broken clouds
368,Suraabad,AZ,40.8192,49.4687,52.2,73,68,3.87,broken clouds
369,Chokurdakh,RU,70.6333,147.9167,-14.28,99,98,4.54,overcast clouds
370,Salalah,OM,17.0151,54.0924,80.69,83,0,3.44,clear sky
371,The Valley,AI,18.217,-63.0578,80.74,65,20,17.27,few clouds
372,Rawson,AR,-43.3002,-65.1023,61.02,86,100,18.12,light rain
373,Najran,SA,17.4924,44.1277,70.43,18,0,1.19,clear sky
374,Port Pirie,AU,-33.1833,138.0167,55.49,50,25,4.63,scattered clouds
375,Kichmengskiy Gorodok,RU,59.9816,45.7854,39.29,96,100,8.75,overcast clouds
376,San Cristobal,VE,7.7669,-72.225,82.58,40,55,6.49,broken clouds
377,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,87,100,8.05,overcast clouds
378,Mao,ES,39.8885,4.2658,50.56,81,0,5.75,clear sky
379,Russell,US,32.3502,-85.1999,61.97,33,20,12.66,few clouds
380,Antananarivo,MG,-18.9137,47.5361,57.81,95,27,5.28,scattered clouds
381,Boca Do Acre,BR,-8.7522,-67.3978,82.42,80,88,2.51,light rain
382,Bairiki,KI,1.3292,172.9752,82.4,83,75,12.66,broken clouds
383,Ngara,TZ,-2.5122,30.6558,56.08,83,60,3.71,broken clouds
384,Erenhot,CN,43.6475,111.9767,53.04,26,100,13.35,overcast clouds
385,Mikuni,JP,36.2171,136.1519,56.05,68,0,7.38,clear sky
386,Naryan-Mar,RU,67.6713,53.087,34.95,100,100,15.61,overcast clouds
387,Alofi,NU,-19.0595,-169.9187,81.16,76,11,6.55,light rain
388,Hokitika,NZ,-42.7167,170.9667,59.56,72,47,1.41,scattered clouds
389,Steinbach,DE,50.1667,8.5667,41.0,77,0,5.75,clear sky
390,Nurota,UZ,40.5614,65.6886,68.63,31,100,3.62,overcast clouds
391,Aksu,CN,41.1231,80.2644,67.37,26,90,12.8,overcast clouds
392,Bakel,SN,14.905,-12.4568,96.01,10,3,8.37,clear sky
393,Mandalgovi,MN,45.7625,106.2708,37.99,59,100,2.17,overcast clouds
394,Mocajuba,BR,-2.5842,-49.5072,75.67,97,100,5.5,moderate rain
395,Kununurra,AU,-15.7667,128.7333,64.38,88,8,4.61,clear sky
396,Narsaq,GL,60.9167,-46.05,35.82,59,0,3.11,clear sky
397,Yako,BF,12.9667,-2.2667,95.99,17,38,5.82,scattered clouds
398,Batemans Bay,AU,-35.7167,150.1833,61.11,94,13,3.8,few clouds
399,Honningsvag,NO,70.9821,25.9704,35.35,93,100,27.63,overcast clouds
400,Port Perry,CA,44.1068,-78.9444,42.17,65,99,11.97,overcast clouds
401,San Patricio,US,28.017,-97.5169,89.17,30,0,21.83,clear sky
402,Ambilobe,MG,-13.2,49.05,73.83,95,47,3.02,scattered clouds
403,Mongagua,BR,-24.0931,-46.6208,78.66,92,81,1.43,broken clouds
404,Lalitpur,NP,27.6667,85.3333,64.78,88,40,2.3,mist
405,Riyadh,SA,24.6877,46.7219,82.54,10,18,8.99,few clouds
406,Esil,KZ,51.9556,66.4042,38.14,72,100,12.1,overcast clouds
407,Yabrud,SY,33.9674,36.6574,55.67,52,3,5.48,clear sky
408,Raudeberg,NO,61.9875,5.1352,38.86,85,100,33.91,overcast clouds
409,Pompeu,BR,-19.2244,-44.9353,72.77,79,100,3.02,overcast clouds
410,Kijang,KR,35.2442,129.2139,57.43,67,67,8.88,broken clouds
411,Berdigestyakh,RU,62.0989,126.6992,11.95,97,99,4.85,overcast clouds
412,Shache,CN,38.4167,77.2406,65.34,22,52,8.3,broken clouds
413,Daru,PG,-9.0763,143.2092,74.95,92,100,2.26,overcast clouds
414,Avallon,FR,47.4833,3.9,35.17,89,3,2.24,clear sky
415,Novyy Urengoy,RU,66.0833,76.6333,-11.99,100,35,6.06,scattered clouds
416,Zhezkazgan,KZ,47.8043,67.7144,47.7,62,98,10.51,overcast clouds
417,Leningradskiy,RU,69.3833,178.4167,-12.06,87,34,3.78,scattered clouds
418,Nizhniy Tsasuchey,RU,50.5167,115.1333,33.48,98,100,11.92,snow
419,Padang,ID,-0.9492,100.3543,77.41,77,88,3.89,overcast clouds
420,Bilibino,RU,68.0546,166.4372,-7.26,92,100,1.86,overcast clouds
421,Hun,LY,29.1268,15.9477,71.6,24,0,13.11,clear sky
422,Cap-Aux-Meules,CA,47.3821,-61.8597,32.32,97,100,10.83,overcast clouds
423,Shalya,RU,57.2471,58.7298,36.48,98,100,9.44,overcast clouds
424,Yakovlevka,RU,44.425,133.4772,40.06,77,100,3.6,overcast clouds
425,Cascais,PT,38.6979,-9.4215,61.93,72,99,15.99,overcast clouds
426,College Place,US,46.0493,-118.3883,54.0,37,56,18.99,broken clouds
427,Tarime,TZ,-1.35,34.3667,67.87,63,83,3.67,broken clouds
428,Alihe,CN,50.5667,123.7167,35.55,91,100,14.5,overcast clouds
429,Akureyri,IS,65.6835,-18.0878,21.56,85,100,4.36,overcast clouds
430,Bogale,MM,16.2833,95.4,77.43,84,77,6.38,broken clouds
431,Khandbari,NP,27.3747,87.2039,65.75,75,40,2.91,scattered clouds
432,Goderich,CA,43.7501,-81.7165,33.91,77,100,6.44,overcast clouds
433,Oistins,BB,13.0667,-59.5333,80.69,69,75,18.41,broken clouds
434,Beruwala,LK,6.4788,79.9828,78.31,84,100,6.73,overcast clouds
435,Baykit,RU,61.67,96.37,11.46,97,79,2.68,broken clouds
436,Laguna,US,38.421,-121.4238,77.11,15,0,21.85,clear sky
437,Taoudenni,ML,22.6783,-3.9836,81.75,8,0,10.42,clear sky
438,Bolu,TR,40.6667,31.5833,52.16,55,67,4.16,broken clouds
439,Polyarnyy,RU,69.1989,33.4478,31.93,84,72,15.99,broken clouds
440,Nakhon Ratchasima,TH,15.0,102.1667,81.55,81,68,4.52,broken clouds
441,Igarka,RU,67.4667,86.5833,-14.69,100,66,5.28,broken clouds
442,Raga,SS,8.4596,25.678,83.7,39,62,4.05,broken clouds
443,Jaisinghnagar,IN,23.7,81.3833,80.92,14,0,2.28,clear sky
444,Ponta Delgada,PT,37.7333,-25.6667,56.12,76,20,23.02,few clouds
445,Paraiso,CR,9.8383,-83.8656,70.66,90,100,4.5,overcast clouds
446,Umm Bab,QA,25.2142,50.8072,80.2,39,100,13.31,overcast clouds
447,Zambezi,ZM,-13.5432,23.1047,64.15,97,82,4.63,moderate rain
448,Kintampo,GH,8.0563,-1.7306,81.03,66,96,16.33,light rain
449,Usinsk,RU,65.9939,57.5281,34.59,94,100,18.21,overcast clouds
450,Troitskoye,RU,52.9821,84.6757,28.71,92,12,2.62,few clouds
451,Sidi Ali,DZ,36.0998,0.4206,56.23,71,6,2.13,clear sky
452,Winfield,US,37.2398,-96.9956,77.5,16,0,21.85,clear sky
453,Vostok,RU,46.4856,135.8833,24.57,90,62,4.41,broken clouds
454,Jiuquan,CN,39.7432,98.5174,50.99,39,2,3.83,clear sky
455,Liverpool,GB,53.4106,-2.9779,43.83,73,0,8.05,clear sky
456,San Ignacio,BZ,17.1561,-89.0714,77.14,69,75,0.0,broken clouds
457,Morondava,MG,-20.2833,44.2833,80.82,79,44,2.91,scattered clouds
458,Dicabisagan,PH,17.0818,122.4157,75.15,92,85,3.4,overcast clouds
459,Hirara,JP,24.8,125.2833,72.79,84,100,11.54,overcast clouds
460,Lapeer,US,43.0514,-83.3188,39.79,70,100,11.5,overcast clouds
461,Maceio,BR,-9.6658,-35.7353,78.24,83,20,6.91,few clouds
462,Cockburn Town,TC,21.4612,-71.1419,78.49,81,54,18.52,broken clouds
463,Babol,IR,36.5513,52.679,55.62,84,79,7.2,broken clouds
464,Adrar,MR,20.5022,-10.0711,82.09,7,0,7.99,clear sky
465,Araouane,ML,18.9048,-3.5265,85.59,6,4,11.52,clear sky
466,Ancud,CL,-41.8697,-73.8203,52.23,80,100,8.61,light rain
467,Lalibela,ET,12.0333,39.0333,62.71,31,0,7.72,clear sky
468,Xichang,CN,27.8964,102.2634,55.29,90,5,0.83,clear sky
469,Barcelona,ES,41.3888,2.159,57.02,76,75,6.91,broken clouds
470,Sirjan,IR,29.452,55.6814,63.82,14,73,1.79,broken clouds
471,Vanimo,PG,-2.6741,141.3028,77.4,90,98,4.76,overcast clouds
472,Rochelle,FR,46.25,-1.0,47.89,71,35,8.05,scattered clouds
473,Juneau,US,58.3019,-134.4197,41.0,85,75,9.22,broken clouds
474,Luwuk,ID,-0.9516,122.7875,77.59,82,100,3.29,overcast clouds
475,Kruisfontein,ZA,-34.0033,24.7314,62.89,90,86,11.32,light rain
476,Sibu,MY,2.3,111.8167,72.68,99,100,2.33,overcast clouds
477,Balkhash,KZ,46.844,74.9804,45.3,53,100,14.0,overcast clouds
478,Bambous Virieux,MU,-20.3428,57.7575,77.25,88,40,8.05,scattered clouds
479,Kiomboi,TZ,-4.2667,34.3667,62.58,59,51,6.91,broken clouds
480,Alexandria,EG,31.2156,29.9553,61.54,77,3,5.84,clear sky
481,Kavos,GR,38.8268,22.8322,66.33,50,26,5.1,scattered clouds
482,Komsomolskiy,UZ,40.4272,71.7189,66.06,56,95,4.88,overcast clouds
483,Iskateley,RU,67.6803,53.1512,34.86,100,100,15.57,overcast clouds
484,Sabha,LY,27.0377,14.4283,78.8,15,0,11.21,clear sky
485,Kurara,IN,25.9833,79.9833,85.82,10,0,5.39,clear sky
486,Jumla,NP,29.2747,82.1838,47.05,62,2,4.83,clear sky
487,Iki-Burul,RU,45.8208,44.6472,50.4,67,62,7.7,broken clouds
488,Hefei,CN,31.8639,117.2808,64.6,63,100,7.49,overcast clouds
489,Maningrida,AU,-12.0667,134.2667,73.2,77,54,4.88,broken clouds
490,Tungor,RU,53.3808,142.9564,15.51,93,46,7.2,scattered clouds
491,Anloga,GH,5.7947,0.8973,81.81,83,100,10.04,moderate rain
492,Coaldale,CA,49.7167,-112.6185,43.16,43,100,9.04,overcast clouds
493,Samarai,PG,-10.6167,150.6667,82.96,79,18,18.9,few clouds
494,Balikpapan,ID,-1.2675,116.8289,76.19,100,20,4.61,few clouds
495,Kismayo,SO,-0.3582,42.5454,81.28,81,41,10.0,scattered clouds
496,San Rafael,AR,-34.6177,-68.3301,82.99,32,0,14.36,clear sky
497,Marienburg,PL,54.0359,19.0266,41.11,68,85,12.33,overcast clouds
498,Bull Savanna,JM,17.8868,-77.5902,77.38,71,90,2.24,overcast clouds
499,Honiara,SB,-9.4333,159.95,80.76,76,69,4.25,broken clouds
500,Shelburne,CA,44.0787,-80.2041,35.91,82,100,13.87,overcast clouds
501,Rajula,IN,21.05,71.4333,82.81,37,2,6.58,clear sky
502,Karabulak,RU,43.3036,44.8964,43.79,68,88,1.32,overcast clouds
503,Houston,US,29.7633,-95.3633,87.19,36,0,18.41,clear sky
504,Guadix,ES,37.2993,-3.1392,59.47,57,71,0.27,broken clouds
505,Canutama,BR,-6.5339,-64.3831,80.31,86,86,5.44,overcast clouds
506,Tortoli,IT,39.9256,9.6572,52.92,53,2,10.76,clear sky
507,General Pico,AR,-35.6566,-63.7568,85.24,28,4,14.47,clear sky
508,Kandiaro,PK,27.0601,68.2091,87.71,13,65,4.92,broken clouds
509,Pangody,RU,65.85,74.4859,0.57,92,100,4.7,overcast clouds
510,Okhotsk,RU,59.3833,143.3,17.8,97,79,2.28,broken clouds
511,Shubarshi,KZ,48.5872,57.1869,47.61,80,100,8.88,overcast clouds
512,Peterborough,GB,52.5736,-0.2478,41.34,72,81,6.64,broken clouds
513,Bonga,ET,7.2833,36.2333,59.86,96,100,1.66,light rain
514,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,62,40,17.27,scattered clouds
515,Palana,RU,59.1167,159.9667,19.63,92,94,9.42,overcast clouds
516,Broome,US,42.2506,-75.833,50.67,71,0,8.05,clear sky
517,Qasigiannguit,GL,68.8193,-51.1922,16.05,89,99,4.83,overcast clouds
518,Mombetsu,JP,44.3525,143.3525,39.45,88,96,5.77,overcast clouds
519,Tauranga,NZ,-37.6861,176.1667,61.95,83,0,3.4,clear sky
520,Srednekolymsk,RU,67.45,153.6833,-5.78,96,100,5.84,light snow
521,Skelleftea,SE,64.7507,20.9528,25.16,100,90,0.0,overcast clouds
522,Port Lincoln,AU,-34.7333,135.8667,66.4,46,89,6.29,overcast clouds
523,Merauke,ID,-8.4667,140.3333,76.77,90,59,7.87,broken clouds
524,Pitimbu,BR,-7.4706,-34.8086,81.19,80,96,12.64,overcast clouds
525,Magistralnyy,RU,56.1725,107.4458,23.23,95,100,1.14,overcast clouds
526,Wonthaggi,AU,-38.6044,145.5913,63.82,87,14,7.83,few clouds
527,Melnikovo,RU,56.5558,84.085,17.58,97,27,5.12,scattered clouds
528,Mokrous,RU,51.2333,47.5167,46.35,95,99,0.96,overcast clouds
529,Miraflores,MX,19.2167,-98.8083,72.36,35,70,6.24,broken clouds
530,Mahajanga,MG,-15.7167,46.3167,79.23,80,35,8.97,light rain
531,Obo,CF,5.3998,26.4869,73.45,67,96,3.29,overcast clouds
532,Owase,JP,34.0667,136.2,57.94,56,0,3.94,clear sky
533,Alice Springs,AU,-23.7,133.8833,51.35,62,0,5.75,clear sky
534,Charters Towers,AU,-20.1,146.2667,69.76,90,16,8.23,few clouds
535,Jinchang,CN,38.4953,102.1739,59.81,17,55,10.54,broken clouds
536,Lexington,US,37.9887,-84.4777,46.42,56,75,14.97,broken clouds
537,Lezajsk,PL,50.2626,22.4193,39.22,86,100,1.01,overcast clouds
538,Lethem,GY,3.3803,-59.7968,86.86,55,76,5.08,broken clouds
539,Tarnos,FR,43.5417,-1.4628,51.55,76,0,4.61,clear sky
540,Olafsvik,IS,64.8945,-23.7142,38.73,88,100,24.49,overcast clouds
541,Chifeng,CN,42.2683,118.9636,53.47,47,99,7.63,overcast clouds
542,Tigil,RU,57.8,158.6667,16.84,95,92,4.63,overcast clouds
543,Latina,IT,41.45,13.1,56.1,71,51,5.37,broken clouds
544,Feldbach,AT,46.9531,15.8883,42.84,59,100,6.31,overcast clouds
545,Sitangkai,PH,4.6628,119.3928,82.13,76,100,15.97,heavy intensity rain
546,Kongolo,CD,-5.3833,27.0,71.73,89,97,2.73,overcast clouds
547,Madras,IN,13.0878,80.2785,84.96,85,40,2.3,scattered clouds
548,Lavrentiya,RU,65.5833,-171.0,17.47,90,96,4.97,overcast clouds
549,Coolum Beach,AU,-26.5333,153.1,69.33,96,75,9.86,broken clouds
550,Khasan,RU,42.4308,130.6434,40.33,87,67,7.74,broken clouds
551,Requena,ES,39.4883,-1.1004,49.51,79,31,4.99,scattered clouds
552,Necochea,AR,-38.5473,-58.7368,69.12,67,4,10.83,clear sky
553,Yenagoa,NG,4.9247,6.2642,76.75,90,100,1.81,overcast clouds
554,Sakaraha,MG,-22.9,44.5333,73.11,65,2,5.39,clear sky
555,Mgandu,TZ,-5.95,34.1333,59.92,73,82,5.82,broken clouds
556,Tomatlan,MX,19.9333,-105.25,89.22,40,0,9.57,clear sky
557,Bolkhov,RU,53.4433,36.0044,47.08,88,100,15.1,overcast clouds
558,Patiya,BD,22.2931,91.9762,72.72,95,1,4.32,clear sky
559,Lanja,IN,16.85,73.55,75.72,94,61,1.23,broken clouds
560,Hanna,CA,51.6334,-111.9018,46.85,25,34,17.0,scattered clouds
561,Bandar,ID,2.05,99.75,72.5,96,96,2.26,overcast clouds
562,Pilar,BR,-9.5972,-35.9567,76.93,82,84,4.9,broken clouds
563,Point Fortin,TT,10.1833,-61.6833,84.88,71,95,13.67,overcast clouds
564,Paita,PE,-5.0892,-81.1144,74.64,72,66,13.35,broken clouds
565,Axim,GH,4.8699,-2.2405,80.87,82,50,2.42,scattered clouds
566,Iquitos,PE,-3.7481,-73.2472,86.04,70,75,6.91,broken clouds
567,Neuquen,AR,-38.9516,-68.0591,71.49,64,20,5.75,few clouds
568,Victor Harbor,AU,-35.5667,138.6167,71.01,51,79,1.01,broken clouds
569,Champerico,GT,14.3,-91.9167,91.94,61,87,13.15,overcast clouds
570,Vilyuysk,RU,63.7553,121.6247,2.61,99,100,2.44,overcast clouds
571,Akyab,MM,20.15,92.9,79.05,82,1,4.05,clear sky
572,Sturgeon Falls,CA,46.3646,-79.9326,39.88,73,100,8.08,overcast clouds
573,Aasiaat,GL,68.7098,-52.8699,8.96,91,95,6.35,overcast clouds
574,Kirkcudbright,GB,54.8383,-4.0491,40.46,70,98,6.76,overcast clouds
575,Skibbereen,IE,51.55,-9.2667,48.11,69,100,13.91,overcast clouds
576,Jibuti,DJ,11.5,42.5,73.49,76,0,15.7,clear sky
577,Inhambane,MZ,-23.865,35.3833,75.33,66,100,16.06,overcast clouds
578,Derzhavinsk,KZ,51.1,66.3167,38.71,73,100,15.1,overcast clouds
579,Yurga,RU,55.7231,84.8861,19.15,94,85,7.0,overcast clouds
580,Iqaluit,CA,63.7506,-68.5145,22.73,85,100,15.01,light snow
581,Hanstholm,DK,57.1167,8.6167,40.62,76,9,36.6,clear sky
582,Nouadhibou,MR,20.931,-17.0347,64.51,84,0,20.87,clear sky
583,Korla,CN,41.7597,86.1469,65.34,29,100,7.4,overcast clouds
584,Rocha,UY,-34.4833,-54.3333,68.59,77,100,6.42,overcast clouds
585,Karratha,AU,-20.7377,116.8463,80.4,44,8,10.78,clear sky
586,Sterling,US,39.0062,-77.4286,55.09,48,100,10.36,overcast clouds
587,Stornoway,GB,58.2093,-6.3865,37.92,86,99,5.75,overcast clouds
588,Hofn,IS,64.2539,-15.2082,26.62,68,20,3.44,few clouds
589,Vallentuna,SE,59.5344,18.0776,34.97,92,0,8.05,clear sky
590,Forbes,AU,-33.3833,148.0167,59.92,87,0,3.96,clear sky
591,Dhidhdhoo,MV,6.8833,73.1,84.27,71,91,9.04,overcast clouds
592,Vilcun,CL,-38.65,-72.2333,54.34,93,100,3.38,overcast clouds
593,Mulege,MX,26.8833,-111.9833,85.8,35,0,10.98,clear sky
594,Yerbogachen,RU,61.2767,108.0108,11.28,96,24,5.37,few clouds
595,Jashpurnagar,IN,22.9,84.15,73.92,12,0,3.62,clear sky
596,Afogados Da Ingazeira,BR,-7.7508,-37.6392,81.5,55,88,7.11,overcast clouds
597,Ornes,NO,66.8689,13.7078,32.52,87,100,2.71,overcast clouds
598,Hojo,JP,33.9766,132.7777,54.48,72,4,2.55,clear sky
599,Canyon,US,34.9803,-101.9188,87.48,5,4,22.73,clear sky
600,Ketchikan,US,55.3422,-131.6461,39.18,58,51,3.6,light rain
601,Batagay,RU,67.6333,134.6333,-5.4,100,100,2.93,overcast clouds
602,Dunedin,NZ,-45.8742,170.5036,54.01,69,62,7.4,broken clouds
603,Great Yarmouth,GB,52.6083,1.7305,44.02,68,85,5.14,overcast clouds
604,Kloulklubed,PW,7.0419,134.2556,77.5,82,100,18.95,overcast clouds
605,Pasighat,IN,28.0667,95.3333,67.66,81,41,2.84,scattered clouds
606,Zychlin,PL,52.244,19.6261,38.5,72,8,12.3,clear sky
607,Carballo,ES,43.213,-8.691,56.62,88,38,4.03,scattered clouds
608,Mae Hong Son,TH,19.3003,97.9685,72.72,70,1,0.67,clear sky
609,Dire,ML,12.2833,-10.9667,92.14,11,73,2.3,broken clouds
610,Rambha,IN,19.5167,85.1,78.57,88,22,14.63,few clouds
611,Campbell River,CA,50.0163,-125.2446,49.59,49,75,6.91,broken clouds
612,Minna,NG,9.6139,6.5569,82.31,58,93,6.98,overcast clouds
613,Serenje,ZM,-13.2325,30.2352,61.07,98,78,8.52,broken clouds
614,Ambon,ID,-3.6954,128.1814,80.74,83,40,2.3,scattered clouds
615,Tocopilla,CL,-22.092,-70.1979,69.62,64,20,9.95,few clouds
616,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,82.31,60,54,3.51,broken clouds
617,Caborca,MX,30.5838,-111.101,89.04,10,2,16.06,clear sky
618,Makarov,RU,48.6333,142.8,30.29,86,25,4.07,scattered clouds
619,Houma,US,29.5958,-90.7195,75.0,29,0,5.99,clear sky
620,Pangai,TO,-19.8,-174.35,81.48,69,53,2.42,broken clouds
621,Carcassonne,FR,43.25,2.1667,49.66,71,0,3.44,clear sky
622,Kurya,RU,51.6003,82.2888,32.4,80,5,4.63,clear sky
623,Kano,NG,12.0001,8.5167,90.9,9,22,7.05,few clouds
624,Mecca,SA,21.4267,39.8261,81.34,35,1,4.23,clear sky
625,Klaksvik,FO,62.2266,-6.589,32.92,69,100,12.84,overcast clouds
626,Wewak,PG,-3.5534,143.6268,77.58,89,100,5.03,overcast clouds
627,Bom Jardim,BR,-7.7958,-35.5872,76.51,78,77,9.4,broken clouds
628,Ongandjera,NA,-17.8833,15.0667,79.86,30,0,5.48,clear sky
629,Yamada,JP,39.4667,141.95,50.2,66,98,6.13,overcast clouds
630,Wladyslawowo,PL,54.7909,18.4009,41.0,70,40,22.5,scattered clouds
631,Kalmunai,LK,7.4167,81.8167,77.85,86,99,6.31,overcast clouds
632,Stupino,RU,54.9008,38.0708,43.52,83,100,12.12,overcast clouds
633,Aojiang,CN,22.9421,116.0359,65.59,84,0,6.87,clear sky
634,Mahibadhoo,MV,3.7833,72.9667,83.91,72,97,9.93,overcast clouds
635,Tiznit,MA,29.5833,-9.5,70.56,36,0,1.92,clear sky
636,Port Augusta,AU,-32.5,137.7667,63.36,49,19,4.18,few clouds
637,Port Macquarie,AU,-31.4333,152.9167,62.89,91,16,4.99,few clouds
638,Vidim,RU,56.4088,103.1106,29.35,98,100,2.71,light snow
639,Vallenar,CL,-28.5708,-70.7581,76.82,33,0,7.72,clear sky
640,Nhulunbuy,AU,-12.2333,136.7667,77.61,88,58,2.3,broken clouds
641,Galle,LK,6.0367,80.217,78.93,82,99,9.42,overcast clouds
642,Yagodnoye,RU,62.55,149.6667,-6.9,89,100,4.12,overcast clouds
643,Ayia Galini,GR,35.1,24.6833,57.74,88,3,5.91,clear sky
644,Rochefort,FR,45.9167,-1.0,47.86,71,37,3.0,scattered clouds
645,Udachnyy,RU,66.4167,112.4,-2.11,100,76,1.97,broken clouds
646,Waddan,LY,29.1614,16.139,71.38,24,0,16.4,clear sky
647,Mount Pleasant,US,32.7941,-79.8626,53.6,51,100,13.8,overcast clouds
648,Poli,TZ,-3.3333,36.8,60.39,77,50,2.84,scattered clouds
649,Ialibu,PG,-6.2821,143.9935,57.31,98,99,1.99,overcast clouds
650,Mandan,US,46.8267,-100.8896,59.58,40,75,16.11,broken clouds
651,Ringas,IN,27.35,75.5667,80.78,15,0,7.61,clear sky
652,Talcahuano,CL,-36.7167,-73.1167,56.88,88,75,3.44,broken clouds
653,Santa Pola,ES,38.1917,-0.5658,66.31,75,75,3.44,broken clouds
654,Balad,IQ,34.0164,44.1453,71.42,26,0,9.89,clear sky
655,Tonj,SS,7.2737,28.6822,89.33,29,39,1.86,scattered clouds
656,Augusto Correa,BR,-1.0217,-46.635,74.62,97,100,4.12,moderate rain
657,Sioux Lookout,CA,50.1001,-91.917,37.09,88,38,4.0,scattered clouds
658,Marica,BR,-22.9194,-42.8186,78.75,91,99,5.44,overcast clouds
659,Haines Junction,CA,60.7522,-137.5108,33.39,67,96,5.1,overcast clouds
660,Nizhnyaya Tura,RU,58.6293,59.8118,33.4,100,100,2.13,overcast clouds
661,Coldingham,GB,55.8868,-2.157,36.59,74,95,2.3,overcast clouds
662,Brownwood,US,31.7093,-98.9912,90.72,9,0,19.57,clear sky
663,San Agustin,MX,20.5333,-103.4667,87.51,15,75,6.91,broken clouds
664,Vaitape,PF,-16.5167,-151.75,82.62,74,97,21.36,overcast clouds
665,Lysva,RU,58.1086,57.8053,36.84,96,100,8.5,overcast clouds
666,Beringovskiy,RU,63.05,179.3167,34.23,83,100,24.0,overcast clouds
667,Botiza,RO,47.6667,24.15,45.63,98,100,4.07,overcast clouds
668,Inverbervie,GB,56.8446,-2.28,36.03,73,46,6.44,scattered clouds
669,Caravelas,BR,-17.7125,-39.2481,77.92,80,19,5.46,few clouds
670,Dunmore Town,BS,25.5,-76.65,72.73,61,38,18.79,scattered clouds
671,Yizheng,CN,24.6706,103.4296,51.48,94,9,2.44,clear sky
672,Sociedad,SV,13.7,-88.0167,95.54,28,73,14.5,broken clouds
673,Casper,US,42.8666,-106.3131,48.79,55,75,24.16,broken clouds
674,Farah,AF,32.5,62.5,74.48,11,33,2.75,scattered clouds
675,Yichun,CN,47.7,128.9,35.02,79,99,5.3,overcast clouds
676,Pangkalanbuun,ID,-2.6833,111.6167,73.44,98,100,2.24,overcast clouds
677,Lamu,KE,-2.2717,40.902,84.42,81,55,11.25,broken clouds
678,Estacion Coahuila,MX,32.1939,-115.0017,94.37,13,82,11.99,broken clouds
679,Santa Cruz,BO,-17.8,-63.1667,87.26,58,20,14.97,few clouds
680,Pochutla,MX,15.7432,-96.4661,93.02,37,42,8.41,scattered clouds
681,Ulladulla,AU,-35.35,150.4667,60.51,91,17,3.51,few clouds
682,Ondjiva,AO,-17.0667,15.7333,77.52,41,93,0.67,overcast clouds
683,Halifax,CA,44.6453,-63.5724,55.29,92,83,8.28,broken clouds
684,Yongan,CN,39.6957,113.6871,57.85,27,8,6.6,clear sky
685,Arlit,NE,18.7369,7.3853,91.51,5,0,6.78,clear sky
686,Puga,MX,21.5833,-104.8167,87.87,48,40,13.8,scattered clouds
687,Chiplun,IN,17.5333,73.5167,77.58,97,84,2.75,broken clouds
688,Temiscaming,CA,46.7212,-79.0971,40.19,66,99,7.61,overcast clouds
689,Ouadda,CF,8.0777,22.4007,80.62,37,95,3.89,overcast clouds
690,San Jose,US,37.3394,-121.895,79.88,28,0,16.11,clear sky
691,Waingapu,ID,-9.6567,120.2641,75.83,81,38,3.44,scattered clouds
692,Hualmay,PE,-11.0964,-77.6139,72.52,75,49,10.8,scattered clouds
693,Pavlohrad,UA,48.5167,35.8667,52.5,73,98,13.6,overcast clouds
694,Elizabeth City,US,36.2946,-76.2511,58.05,46,100,12.66,overcast clouds
695,Matadi,CD,-5.8167,13.45,75.47,94,99,3.36,overcast clouds
696,Gombong,ID,-7.6072,109.5142,75.16,89,86,2.19,overcast clouds
